Year,Delivering_Country,Receiving_Countries,Diplomacy_category,Comments,Source,Latitude,Longitude,Colour
2018,New Zealand,Papua New Guinea,Defence Cooperation,APEC 2018 in PNG: NZ Security Assistance to Leaders’ Week ,https://www.defence.govt.nz/publications/publication/apec-2018-in-png-nz-security-assistance-to-leaders-week,-9.458300021,147.1354313,Specific
2022,United States of America,Papua New Guinea,Visit Diplomacy (Defence),Task Force Oceania’s Pacific Augmentation Team Forges a New Path in Papua New Guinea,https://www.army.mil/article/246764/task_force_oceanias_pacific_augmentation_team_forges_a_new_path_in_papua_new_guinea,-5.865808282,144.6653422,Specific
2023,China,Papua New Guinea,Visit Diplomacy (Defence),Chinese naval training ship arrives in PNG for goodwill visit,https://www.defenceconnect.com.au/geopolitics-and-policy/12885-chinese-naval-training-ship-arrives-in-png-for-goodwill-visit,-9.480025742,147.1439585,Specific
2023,Australia,Papua New Guinea,Training,Soldiers from the Pacific Partnership Team 2023 had STEM sessions with students,https://www.linkedin.com/posts/ausnavy_ausnavy-strongertogether-pacificpartnership23-ugcPost-7122778824043360256-NUI3/?utm_source=share&utm_medium=member_android,-3.693957527,143.6354738,Specific
2020,Australia,Fiji,Training,First RFMF member to graduate from ADFA,https://www.fijitimes.com/sailo-is-the-first-fijian-graduate-from-the-australian-defence-force-academy/,,,Broad
2023,China,Papua New Guinea,Training,Son sails in on Chinese Navy training ship,https://www.postcourier.com.pg/son-sails-in-on-chinese-navy-training-ship/,-9.430167129,147.1104595,Specific
2019,Australia,Papua New Guinea,Sports Diplomacy (Defence),Women's Rugby Sevens brings Pacific nations together,https://www.minister.defence.gov.au/media-releases/2019-10-24/womens-rugby-sevens-brings-pacific-nations-together,-9.469324807,147.1985403,Specific
2021,Australia,Papua New Guinea,Military Medical Diplomacy,Small team makes big impact in PNG,https://www.defence.gov.au/news-events/news/2021-09-07/small-team-makes-big-impact-png,-9.071661934,143.2131129,Specific
2023,New Zealand,Vanuatu,Arms control,NZ Navy to dispose 4 World War II bombs submerged in Port Vila Harbour,https://www.dailypost.vu/news/nz-navy-to-dispose-4-world-war-ii-bombs-submerged-in-port-vila-harbour/article_071f48d0-1231-5968-ab0e-763ffd2a2c22.html,-17.71073776,168.2617348,Specific
2018,New Zealand,Fiji,Maritime Security,Further Deployment of Royal New Zealand Navy Patrol Vessels to Fiji in 2018,https://www.defence.govt.nz/publications/publication/further-deployment-of-rnzn-patrol-vessels-to-fiji-in-2018,,,Broad
2023,Australia,Papua New Guinea,Military Exercises,"US, Aust air force in low-flying exercise over PNG air space",https://www.postcourier.com.pg/us-aust-air-force-in-low-flying-exercise-over-png/,-9.462303389,148.7363498,Specific
2023,Australia,Solomon Islands,Maritime Security,RSIPF Guardian Class Patrol Boat will now be armed,https://solomons.gov.sb/rsipf-guardian-class-patrol-boat-will-now-be-armed/,-9.429727309,159.9561396,Specific
2022,France,Tonga,HADR – Disaster Response,Farewell acknowledges work of Pacific family,https://www.defence.gov.au/news-events/news/2022-03-18/farewell-acknowledges-work-pacific-family,-21.13152421,-175.1981255,Specific
2021,Australia,Papua New Guinea,Military Medical Diplomacy,COVID-19 partnership with Papua New Guinea strengthened,https://www.minister.defence.gov.au/media-releases/2021-10-27/covid-19-partnership-papua-new-guinea-strengthened,-9.431817305,147.2144209,Specific
2023,Australia,Papua New Guinea,Visit Diplomacy (Defence),"Australia's Defence Minister hosts his PNG counterpart, reflecting on Defence Partnership",https://www.linkedin.com/posts/richardmarles_just-as-papua-new-guinea-has-been-a-special-activity-7115519617220976640-dtXw/?utm_source=share&utm_medium=member_android,,,Broad
2023,Australia,Papua New Guinea,Training,ADF personnel attend the Smartphone Public Affairs Course with PNG counterparts ,https://twitter.com/taylor____lynch/status/1709391857216901363,-9.468031871,147.1824795,Specific
2023,Australia,Papua New Guinea,Training,Scenario-based training,https://twitter.com/ADFinPNG/status/1668032107871088640,-2.038692356,147.3749952,Specific
2022,China,Tonga,HADR – Disaster Response,"Chinese naval vessels transported aid to tsunami-hit Tonga, demonstrates responsibility, capacity",https://www.globaltimes.cn/page/202201/1250266.shtml,-21.13429258,-175.1795287,Specific
2023,Australia,Papua New Guinea,HADR – Disaster Response,Pacific Partnership in Moem,https://insidepng.com/pacific-partnership-in-moem/,-3.557399134,143.6967542,Specific
2018,Australia,Solomon Islands,Military Exercises,Indo-Pacific Endeavour arrives home,https://www.minister.defence.gov.au/media-releases/2018-08-23/indo-pacific-endeavour-arrives-home,-9.529743089,160.0700174,Broad
2018,Australia,Solomon Islands,Visit Diplomacy (Defence),Minister's visit to Solomon Islands,https://www.minister.defence.gov.au/media-releases/2018-06-14/ministers-visit-solomon-islands,-9.429674794,159.9510049,Specific
2023,Australia,Fiji,Visit Diplomacy (Defence),Tikoduadua meets with regional Defence Chiefs,https://www.fbcnews.com.fj/news/tikoduadua-meets-with-regional-defence-chiefs/,-18.14572327,178.4243909,Specific
2023,France,Fiji,Training,Five RFMF non-commissioned officers successfully completed the first-ever NCO Leadership Course,https://twitter.com/RFMF_Defence/status/1732539940528091618?t=-mTNJdrS4GYxzO6GO6RxQQ&s=03,,,Broad
2023,United Kingdom,Fiji,Visit Diplomacy (Defence),"AVM Mick Smeath’s visits RFMF at Strategic HQ, Land Forces, Officer Training Centre and RFN Stanley Brown.",https://twitter.com/UK_DA_Pacific/status/1720179492637811140,-18.10963027,178.4600112,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,Australia sends troops to assist the RSIPF in supporting a safe and secure Pacific Games,https://twitter.com/stephendziedzic/status/1723529418768081181,-9.436778282,159.9711035,Specific
2023,Australia,Papua New Guinea,Training,PNGDF Officers completed Logistics Operations Course,https://www.linkedin.com/posts/pngdf-force-support-battalion_fsb-congratulates-16-of-the-newest-logisticians-activity-7126080871052283904-1QRL/?utm_source=share&utm_medium=member_android,-9.469841705,147.1824653,Specific
2020,New Zealand,Tonga,Defence Cooperation,Increasing Defence Diplomatic Presence in the Pacific,https://www.defence.govt.nz/publications/publication/increasing-defence-diplomatic-presence-in-pacific,-21.13339453,-175.2001452,Specific
2019,Australia,Tonga,Visit Diplomacy (Defence),Australian Defence Force contingent completes visit to Tonga,https://www.defence.gov.au/news-events/releases/2019-11-20/australian-defence-force-contingent-completes-visit-tonga,-21.13937574,-175.1769465,Specific
2023,China,Solomon Islands,Military Medical Diplomacy,Chinese naval hospital ship visits Solomon Islands,http://eng.chinamil.com.cn/BILINGUAL/News_209203/16246874.html,-9.427798714,159.9564704,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,A RAAF C-27 has surveyed the damage from Tropical Cyclone Lola,https://twitter.com/PatConroy1/status/1717488231720333456,-14.95262298,167.5058248,Specific
2023,United States of America,Papua New Guinea,Defence Cooperation,US Defence agreement to enhance PNG's security requirements,https://www.postcourier.com.pg/us-defence-agreement-to-enhance-png-security-requirements/,,,Broad
2023,United States of America,Papua New Guinea,Training,Latest exchange could make lasting impact in State Partnership Program,https://www.dvidshub.net/news/455665/latest-exchange-could-make-lasting-impact-state-partnership-program,-9.470757621,147.1524706,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Papua New Guinea took ownership of its 4th Guardian-class Patrol ,https://www.linkedin.com/posts/defenceaustralia_youradf-activity-7147685482846466048-69sG/?utm_source=share&utm_medium=member_android,,,Specific
2023,United States of America,Papua New Guinea,Public Diplomacy,Readout of Vice President Harris’s Meeting with Prime Minister Marape of Papua New Guinea ,https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/16/readout-of-vice-president-harriss-meeting-with-prime-minister-marape-of-papua-new-guinea/,-9.429062899,147.192043,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Sappers build ties in PNG,https://www.defence.gov.au/news-events/news/2022-09-20/sappers-build-ties-png,-9.347246709,147.2721794,Specific
2022,Australia,Fiji,Defence Cooperation,Building bridges with Fiji,https://www.defence.gov.au/news-events/news/2022-05-06/building-bridges-fiji,-17.75149461,177.4512014,Specific
2022,Australia,Tonga,HADR – Disaster Response,ADF assists Tonga during volcanic eruption,https://twitter.com/PeterDutton_MP/status/1482895984695083008?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1482895984695083008%7Ctwgr%5Ece0495cce0493b4a9efe3d760de0464e79121674%7Ctwcon%5Es1_c10&ref_url=https%3A%2F%2Fpublish.twitter.com%2F%3Fquery%3Dhttps3A2F2Ftwitter.com2FPeterDutton_MP2Fstatus2F1482895984695083008widget%3DTweet,-21.23798978,-175.1563599,Specific
2023,New Zealand,Fiji,Military Exercises,NZDF Trials Beach Landing Equipment In Fiji,https://pacific.scoop.co.nz/2023/04/nzdf-trials-beach-landing-equipment-in-fiji/,-17.69527906,177.4207005,Specific
2023,Australia,Papua New Guinea,Visit Diplomacy (Defence),PNG military leader to serve as deputy commander of Australian Army's 3rd Brigade in Townsville,https://www.abc.net.au/news/2023-10-30/papua-new-guinea-defence-force-pacific-townsville-military/103020448,-9.46751867,147.183741,Specific
2023,United States of America,Papua New Guinea,Training,Training future military leaders,https://www.whitehouse.gov/briefing-room/statements-releases/2023/09/25/fact-sheet-enhancing-the-u-s-pacific-islands-partnership/,,,Broad
2019,Australia,Tonga,Training,Multi-national military training in Tongatapu,https://matangitonga.to/2019/08/12/multi-national-military-training-tongatapu,-21.1463177,-175.2527258,Specific
2021,Australia,Vanuatu,MIL-POL Engagement,ADF partners with Vanuatu police for training,https://asiapacificdefencereporter.com/adf-partners-with-vanuatu-police-for-training/,-17.72288175,168.3162175,Specific
2023,United States of America,Papua New Guinea,Defence Infrastructure,US upgrades to military infrastructure in Papua New Guinea to span several years,https://www.benarnews.org/english/news/pacific/us-upgrades-png-military-infrastrucutre-12192023235122.html,-9.468255735,147.1826131,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,The AFP and the ADF partner with the RSIPF on security for the Pacific Games,https://twitter.com/AusHCSols/status/1722387970408497571,-9.427603894,160.0456582,Specific
2018,Australia,Fiji,Military Exercises,Indo-Pacific Endeavour arrives home,https://www.minister.defence.gov.au/media-releases/2018-08-23/indo-pacific-endeavour-arrives-home,,,Broad
2023,China,Tonga,Military Medical Diplomacy,Hospital ship 'Peace Ark' docks at Vuna Wharf,https://matangitonga.to/2023/07/28/hospital-ship-peace-ark-docks-vuna-wharf,-21.12983909,-175.1967266,Specific
2020,China,Fiji,Defence Infrastructure,China donates 47 specialised military vehicles to Fiji,https://www.fijitimes.com/china-donates-47-specialised-military-vehicles-to-fiji/,-18.13485101,178.4233995,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Papua New Guinea took ownership of its 4th Guardian-class Patrol ,https://www.linkedin.com/posts/defenceaustralia_youradf-activity-7147685482846466048-69sG/?utm_source=share&utm_medium=member_android,,,Broad
2022,Australia,Papua New Guinea,Training,Exchanging tactics in PNG,https://www.defence.gov.au/news-events/news/2022-05-12/exchanging-tactics-png,-3.560168885,143.7016448,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Helping restore air capability of a close neighbour,https://www.defence.gov.au/news-events/news/2022-05-04/helping-restore-air-capability-close-neighbour,-9.435661379,147.2201535,Specific
2021,Australia,Solomon Islands,MIL-POL Engagement,Patrol boat pair delivered to Solomon Islands Police,https://www.bairdmaritime.com/work-boat-world/maritime-security-world/non-naval/patrol-boat-pair-delivered-to-solomon-islands-police/,-7.554796,156.34421,Specific
2023,United States of America,Papua New Guinea,Maritime Security,Pacific Fleet Commander Discusses Maritime Security and Partnerships in Papua New Guinea,https://www.bollyinside.com/news/travel/pacific-fleet-commander-discusses-maritime-security-and-partnerships-in-papua-new-guinea/,-9.469146761,147.1831726,Specific
2020,Australia,Papua New Guinea,Sports Diplomacy (Defence),ADF supports PNG Rugby League,https://www.minister.defence.gov.au/media-releases/2020-12-03/adf-supports-png-rugby-league,-9.468956295,147.1983872,Specific
2021,Australia,Vanuatu,Training,VMF female cadets studying to become platoon commanders,https://www.dailypost.vu/news/vmf-female-cadets-studying-to-become-platoon-commanders/article_c6106352-5919-11eb-b290-afe4009aaaf7.html,-17.72458921,168.3152588,Specific
2019,Australia,Papua New Guinea,Defence Cooperation,Strengthening Australia's defence ties with Papua New Guinea and Solomon Islands,https://www.minister.defence.gov.au/media-releases/2019-08-22/strengthening-australias-defence-ties-papua-new-guinea-and-solomon-islands,-9.427562705,147.1920607,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Australia-PNG Defence Cooperation Program,https://twitter.com/ADFinPNG/status/1666598382901825536,-3.560794569,143.6997815,Specific
2023,China,Fiji,MIL-POL Engagement,Fiji to potentially cut its policing agreement with China ,https://www.fbcnews.com.fj/news/fiji-to-potentially-cut-its-policing-agreement-with-china/,,,Broad
2023,Australia,Papua New Guinea,Sports Diplomacy (Defence),An adrenaline rush on the field,https://www.defence.gov.au/news-events/news/2023-09-28/adrenaline-rush-field,-9.469335893,147.1985318,Specific
2020,Australia,Solomon Islands,MIL-POL Engagement,RSIPF officers undertake Maritime Safety training,https://solomons.gov.sb/rsipf-officers-undertake-maritime-safety-training/,-9.427403,159.956718,Specific
2018,China,Vanuatu,Military Medical Diplomacy,Chinese naval hospital ship Ark Peace concludes Vanuatu tour,http://eng.chinamil.com.cn/ARMEDFORCES/Navy/News_209162/15989613.html,-17.75379392,168.3034134,Specific
2018,Australia,Vanuatu,Military Exercises,Indo-Pacific Endeavour arrives home,https://www.minister.defence.gov.au/media-releases/2018-08-23/indo-pacific-endeavour-arrives-home,,,Broad
2023,Australia,Solomon Islands,MIL-POL Engagement,"The AFP, the ADF and the NZDF provide additional security assistance for the Pacific Games in Honiara",https://www.facebook.com/100064571687107/posts/with-only-12-days-to-go-until-the-sol2023-xvii-pacific-games-additional-australi/713349444160772/,-9.428463412,159.9563715,Specific
2023,China,Papua New Guinea,Visit Diplomacy (Defence),Chinese naval ship visits PNG and Fiji for training,URL Link,-9.484984627,147.1363233,Specific
2019,New Zealand,Tonga,Visit Diplomacy (Defence),Ministerial Overseas Travel 08-05-2019 to 10-05-2019 ,https://www.defence.govt.nz/publications/publication/ministerial-overseas-travel-08052019-10052019,,,Specific
2023,Australia,Tonga,Defence Infrastructure,New communications system for HMAF and NEMO,https://matangitonga.to/2019/08/12/multi-national-military-training-tongatapu,-21.14136601,-175.1743476,Specific
2019,New Zealand,Fiji,Military Exercises,Joint Training Exercise comes to an End,https://www.rfmf.mil.fj/joint-training-exercise-comes-to-an-end/,-17.81024287,177.6413253,Specific
2021,Japan,Vanuatu,MIL-POL Engagement,"Japan Maritime Force, Vanuatu Maritime strengthen defence cooperation",https://www.dailypost.vu/news/japan-maritime-force-vanuatu-maritime-strengthen-defence-cooperation/article_d364a1f2-ae83-53e7-8953-4e089011305c.html,-17.80491643,168.1735091,Specific
2023,New Zealand,Tonga,HADR – Disaster Response,NZ Army helps restore community halls,https://matangitonga.to/2023/05/24/nz-army-helps-restore-community-halls,-21.14783829,-175.2703928,Specific
2022,United Kingdom,Papua New Guinea,Military Exercises,A healthy change for former physiologist,https://www.defence.gov.au/news-events/news/2022-10-04/healthy-change-former-physiologist,-9.346590705,147.2690999,Specific
2023,United States of America,Fiji,Training,First female RFMF gradautes from US Military College,https://twitter.com/USEmbassySuva/status/1719972633259991469,,,Broad
2020,Australia,Tonga,Defence Infrastructure,HMAF's new patrol boat and crew quarantine in harbour,https://matangitonga.to/2020/12/17/hmafs-new-patrol-boat-and-crew-quarantine-harbour,-21.13310843,-175.1898814,Specific
2021,Australia,Fiji,HADR – Disaster Response,Rebuilding opportunities in Fiji,https://www.defence.gov.au/news-events/news/2021-10-07/rebuilding-opportunities-fiji,-16.67574987,178.7281629,Specific
2023,Australia,Solomon Islands,Public Diplomacy,Pacific Partnership 24-1 Band Performs in the Solomon Islands,https://www.dvidshub.net/news/458516/pacific-partnership-24-1-band-performs-solomon-islands,-9.436249211,159.9634247,Specific
2021,Australia,Papua New Guinea,Maritime Security,Talks to strengthen maritime partnership between PNG and Australia,https://twitter.com/CN_Australia/status/1424883193187082240,-9.468991248,147.1829055,Specific
2023,Australia,Solomon Islands,Sports Diplomacy (Defence),"AHC joins PM Sogavare today for a day of events, announcements and support for the Pacific Games  ",https://twitter.com/AusHCSols/status/1719962900515995787,-9.428611976,159.9554364,Specific
2018,China,Papua New Guinea,Military Medical Diplomacy,Chinese navy hospital ship to provide free medical services in Papua New Guinea,http://eng.chinamil.com.cn/INTERNATIONALREPORTS_209193/InternationalMediaReportsonChina/15983892.html,-9.481277895,147.1434146,Specific
2018,China,Tonga,Military Medical Diplomacy,Chinese naval hospital ship leaves Tonga for Central and South America,http://eng.chinamil.com.cn/SIDEBAR/MostViewed/15995729.html,-21.11805754,-175.1934592,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,ADF's 3rd Combat Engineer Regiment help PNGDF renovate family homes in Lombrum Naval Base,https://twitter.com/3BrigadeTSV/status/1711852889164198121?s=20,-2.050027658,147.3765605,Specific
2022,Australia,Papua New Guinea,Military Medical Diplomacy,Deployment to PNG a homecoming for soldier,https://www.defence.gov.au/news-events/news/2022-05-17/deployment-png-homecoming-soldier,-8.122364873,147.0989245,Specific
2023,Japan,Papua New Guinea,Military Exercises,Japan-Papua New Guinea Goodwill Exercise,https://www.mod.go.jp/msdf/en/release/202307/20230710en.pdf,-9.478089882,147.1441498,Specific
2021,Australia,Tonga,Sports Diplomacy (Defence),A show of mateship and quality rugby ,https://www.defence.gov.au/news-events/news/2021-04-20/show-mateship-and-quality-rugby,-21.14158089,-175.2075602,Specific
2019,New Zealand,Tonga,Training,Multi-national military training in Tongatapu,https://matangitonga.to/2019/08/12/multi-national-military-training-tongatapu,-21.1463177,-175.2527258,Specific
2023,New Zealand,Papua New Guinea,Visit Diplomacy (Defence),Collins leaves for Pacific defence meeting ,https://www.beehive.govt.nz/release/collins-leaves-pacific-defence-meeting,,,Broad
2021,United States of America,Papua New Guinea,Defence Infrastructure,"PNG, US sign deal for security",https://www.thenational.com.pg/png-us-sign-deal-for-security/,-9.462706535,147.1562621,Specific
2023,Australia,Tonga,Military Exercises,Exercise Talisman Sabre 2023,https://twitter.com/DefenceAust/status/1687010423562727424,,,Broad
2023,Australia,Papua New Guinea,Training,ACMC supports civ-mil engagement and disaster preparedness in PNG,https://twitter.com/AustCivMil/status/1699589443274092721,-9.436865554,147.1885813,Specific
2022,Australia,Fiji,HADR – Disaster Response,Diggers treated to a Fijian feed,https://www.defence.gov.au/news-events/news/2022-06-16/diggers-treated-fijian-feed,-18.11199787,178.4591173,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,Vanuatu Farewells HMAS Canberra,https://www.dailypost.vu/news/vanuatu-farewells-hmas-canberra/article_a6bcf70c-a33d-5319-9eb8-412a90dc34be.html,-18.00472607,168.0875982,Specific
2018,Australia,Solomon Islands,Military Exercises,Indo-Pacific Endeavour 18 continues to build regional security and stability,https://www.minister.defence.gov.au/media-releases/2018-06-01/indo-pacific-endeavour-18-continues-build-regional-security-and-stability,-9.427614209,159.9689978,Specific
2023,United States of America,Papua New Guinea,Maritime Security,USCGC Myrtle Hazard crew concludes 46-day patrol in the Pacific,https://www.news.uscg.mil/Press-Releases/Article/3535964/uscgc-myrtle-hazard-crew-concludes-46-day-patrol-in-the-pacific-strengthening-t/,-3.015658811,145.4572519,Specific
2021,Australia,Fiji,HADR – Disaster Response,Spirit of giving put into action in Fiji,https://www.defence.gov.au/news-events/news/2021-01-28/spirit-giving-put-action-fiji,-19.07876104,178.1806774,Specific
2020,Australia,Fiji,Visit Diplomacy (Defence),ADF Chief Speaks to MFO Draft at Black Rock,https://www.rfmf.mil.fj/adf-chief-speaks-to-mfo-draft-at-black-rock/,-17.75901846,177.484938,Specific
2022,Japan,Vanuatu,MIL-POL Engagement,Japan-Vanuatu Goodwill Exercise 2022 ,https://www.mod.go.jp/msdf/en/release/202208/20220811VUTe.pdf,-16.67544722,166.8199209,Specific
2022,Australia,Fiji,HADR – Disaster Response,Blackrock Peacekeeping and Humanitarian Assistance & Disaster Relief Camp (Fiji),https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/blackrock-camp-fiji,-17.75994415,177.4850222,Specific
2021,Australia,Fiji,HADR – Disaster Response,ADF helps Fiji plan for high-risk weather,https://www.defence.gov.au/news-events/news/2021-12-06/adf-helps-fiji-plan-high-risk-weather,-16.9843503,178.6866951,Specific
2023,Australia,Papua New Guinea,Military Medical Diplomacy,US army medical team gives support to PMGH,https://www.thenational.com.pg/us-army-medical-team-gives-support-to-pmgh/,-9.476012902,147.1952431,Specific
2022,New Zealand,Tonga,Visit Diplomacy (Defence),Ministerial Overseas Travel 16-10-2022 to 20-10-2022,https://www.defence.govt.nz/publications/publication/ministerial-overseas-travel-16-10-2022-to-20-10-2022,-21.13303595,-175.1987586,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Senior Task Commanders of Chinese Navy ship Qi Jiguang paid a courtesy call on Fijian FM,https://twitter.com/ChineseEmb_FJ/status/1710163065352896730?t=cwTnxNFpOa319oK10QfBgQ&s=03,-18.1459361,178.4243775,Specific
2023,United States of America,Fiji,Visit Diplomacy (Defence),US commander on a two-day Fiji visit ,https://www.fijitimes.com.fj/us-commander-on-two-day-fiji-visit/,-18.15952539,178.4347722,Specific
2021,Australia,Fiji,Military Exercises,Fijians join Aussie soldiers for urban training,https://www.defence.gov.au/news-events/news/2021-04-08/fijians-join-aussie-soldiers-urban-training,,,Broad
2019,Australia,Solomon Islands,Maritime Security,Defence completes mission to combat illegal fishing in Pacific,https://www.minister.defence.gov.au/media-releases/2019-10-21/defence-completes-mission-combat-illegal-fishing-pacific,-5.875518375,158.4875658,Specific
2023,France,Vanuatu,HADR – Disaster Response,French army's contribution to Vanuatu and the Pacific,https://twitter.com/jeangene_vilmer/status/1731923245727621627,-19.44666739,169.2244436,Specific
2021,Australia,Fiji,Military Exercises,Coral Warrior gets underway in Fiji,https://www.defence.gov.au/news-events/news/2021-10-27/coral-warrior-gets-underway-fiji,-18.1130717,178.4566276,Specific
2021,New Zealand,Fiji,Defence Cooperation,NZDF and RFMF hold bilateral Defence talk,https://www.rfmf.mil.fj/nzdf-and-rfmf-hold-bilateral-defence-talk/,-18.14932399,178.4290557,Specific
2022,New Zealand,Tonga,Public Diplomacy,James Faleofa receives RNZN Sailor of the Year ,https://matangitonga.to/2022/11/10/james-faleofa-rnzn-sailor-year,-21.13276097,-175.2019877,Specific
2022,Australia,Tonga,Military Exercises,Urban close combat training takes off,https://www.defence.gov.au/news-events/news/2022-07-27/urban-close-combat-training-takes,-21.13229015,-175.2028369,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Renovations a combined effort,https://www.defence.gov.au/news-events/news/2022-09-30/renovations-combined-effort,-9.34901463,147.2759238,Specific
2023,United States of America,Tonga,Training,Training future military leaders,https://www.whitehouse.gov/briefing-room/statements-releases/2023/09/25/fact-sheet-enhancing-the-u-s-pacific-islands-partnership/,,,Broad
2023,Australia,Fiji,Defence Infrastructure,Fiji navy decommissions Pacific-class patrol boats,https://twitter.com/FijiNavy/status/1737428677003215113,-18.12568777,178.4281105,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Infrastructure and lifelong friendships built,https://www.defence.gov.au/news-events/news/2023-10-23/infrastructure-and-lifelong-friendships-built,-2.044658988,147.3635863,Specific
2023,Australia,Papua New Guinea,Training,PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1644534500444233728?s=03&t=B05NOuy3yyvUDp3IiB0hDQ,-9.470243629,147.1829961,Specific
2021,Australia,Papua New Guinea,Defence Cooperation,The annual Australia-PNG Defence Cooperation Talks,https://twitter.com/ADFinPNG/status/1415490482990354432?t=mQeifQe37yhsZtGnXRK95g&s=03,-9.468989087,147.182892,Specific
2023,China,Fiji,Defence Cooperation,Defence Relationship between Fiji and the PRC,https://twitter.com/RFMF_Defence/status/1727845884187291789?t=5oqlbUiAfW4r6TDqgfcr4A&s=03,-18.14950228,178.4288688,Specific
2023,United States of America,Papua New Guinea,Maritime Security,VP-16 Concludes Operations in Papua New Guinea,https://www.dvidshub.net/news/455575/vp-16-concludes-operations-papua-new-guinea,-9.441988006,147.2124181,Specific
2023,Australia,Papua New Guinea,Training,DOD staff undergo two week training,https://pnghausbung.com/dod-staff-undergo-two-week-training/,-9.478289951,147.1365957,Specific
2023,China,Solomon Islands,MIL-POL Engagement,A Chinese police team arrives in Honiara to provide security for the Pacific Games,https://twitter.com/stephendziedzic/status/1725034983004438938,-9.436243705,159.9712966,Specific
2023,Australia,Solomon Islands,Sports Diplomacy (Defence),A RAAF C-130J Hercules delivers pallets of uniforms for the Solomon Islands National Team,https://twitter.com/DefenceAust/status/1725634967995130000,-9.428644598,160.0454115,Specific
2021,Australia,Fiji,HADR – Disaster Response,Giving back by working at home,https://www.defence.gov.au/news-events/news/2021-09-22/giving-back-working-home,-16.68727317,178.7094035,Specific
2023,Australia,Solomon Islands,Sports Diplomacy (Defence),Australian Army  Band joins the RSIPF Band to perform at the Pacific Games Opening Ceremony,https://twitter.com/AusHCSols/status/1725023389897605180,-9.435321514,159.9702562,Specific
2022,New Zealand,Fiji,Military Exercises,Exercise Cartwheel 2022 begins,https://fj.usembassy.gov/exercise-cartwheel-2022-begins/,-17.76013723,177.4854108,Specific
2018,United States of America,Tonga,Military Exercises,Tonga in U.S. led RIMPAC 2018,https://matangitonga.to/2018/07/04/tonga-us-led-rimpac-2018,-21.14359793,-175.2719735,Specific
2023,France,Vanuatu,HADR – Disaster Response,New Caledonia based French Army rehabilitated classroom destroyed by cyclones in Port Vila,https://twitter.com/jeangene_vilmer/status/1730520198174900319,-17.73851229,168.3215504,Specific
2023,United States of America,Papua New Guinea,HADR – Disaster Response,"Marines dodged fog, ash and typhoons in volcano response mission",https://taskandpurpose.com/news/marine-expeditionary-unit-bougainville-volcano/,-5.224934565,154.6230369,Specific
2022,Papua New Guinea,Fiji,HADR – Disaster Response,Ensuring readiness for high-risk weather ,https://www.defence.gov.au/news-events/news/2022-08-02/ensuring-readiness-high-risk-weather,-17.75917566,177.4841372,Specific
2023,Australia,Tonga,Training,Pacific Partnership 2023,https://twitter.com/DefenceAust/status/1702547814008385812,-21.15458945,-175.2190912,Specific
2023,Australia,Papua New Guinea,Military Exercises,Exercise Talisman Sabre 2023,https://twitter.com/DefenceAust/status/1689230078230548480,-3.561521328,143.6967665,Specific
2023,United States of America,Fiji,HADR – Disaster Response,Pacific Partnership 2023 Returns to Fiji,https://www.dvidshub.net/news/456802/pacific-partnership-2023-returns-fiji,,,Broad
2023,New Zealand,Vanuatu,Defence Infrastructure,New Zealand to fund Leadership Training Centre,https://www.dailypost.vu/news/new-zealand-to-fund-leadership-training-centre/article_d5702fda-7af3-5478-b7cc-8a2982b54d05.html,-17.72343071,168.3146992,Specific
2023,New Zealand,Fiji,Visit Diplomacy (Defence),Collins leaves for Pacific defence meeting ,https://www.beehive.govt.nz/release/collins-leaves-pacific-defence-meeting,,,Broad
2022,Australia,Tonga,Visit Diplomacy (Defence),Tonga-Australia Defence Cooperation Talks strengthens cooperation,https://matangitonga.to/2022/11/27/tonga-australia-defence-cooperation-talks-strengthen-cooperation,-21.14766057,-175.4219681,Specific
2022,New Zealand,Papua New Guinea,Visit Diplomacy (Defence),Ministerial Overseas Travel 16-10-2022 to 20-10-2022,https://www.defence.govt.nz/publications/publication/ministerial-overseas-travel-16-10-2022-to-20-10-2022,,,Broad
2023,France,Vanuatu,Visit Diplomacy (Defence),France's surveillance frigate Vendémiaire visits Port Vila,https://twitter.com/jeangene_vilmer/status/1705821290924593263,-17.75520598,168.29988,Specific
